Job Title,Company,location,site,jobtype,health_insurance,Dental_insurance,years of experience,salary,benefits_401k,stocks,date_posted,Unnamed: 0
"SENIOR, DATA SCIENTIST | SEARCH TEAM | SUNNYVALE",Walmart,Berkeley,Prime Job Seekers,Full-time,provided,provided,"[2, 3, 1, 3, 5]","['$117000.00', '$234000.00']",provided,provided,6 days ago,308.0
Senior Data Scientist,Virta Health,Maricopa,Lively Vacancies,Full-time,Not mentioned,Not mentioned,"[7, 5]","164,996–213,090 a year",provided,provided,1 day ago,309.0
Data Scientist,Booz Allen Hamilton,Monterey,LinkedIn,Full-time and Part-time,provided,Not mentioned,"[2, 2]","['$96600.00', '$220000.00']",provided,provided,2 days ago,310.0
DATA SCIENTIST III | SEARCH | NLP/CV,Walmart,Half Moon Bay,Prime Job Seekers,Full-time,provided,provided,"[2, 2, 4]",,provided,provided,6 days ago,311.0
Senior Data Scientist with Python,Diverse Lynx,Cupertino,LinkedIn,Full-time,Not mentioned,Not mentioned,[8],,provided,provided,1 month ago,312.0
Senior Data Scientist,Virta Health,Dos Palos,Lively Vacancies,Full-time,Not mentioned,Not mentioned,"[7, 5]","164,996–213,090 a year",Not mentioned,provided,1 day ago,313.0
"Data Engineer, Product Analytics",Meta,Menlo Park,LinkedIn,Full-time and Part-time,provided,Not mentioned,"[5, 5, 5, 7, 7]",173K–242K a year,provided,provided,14 hours ago,314.0
DATA SCIENTIST III | SEARCH | NLP/CV,Walmart,Pleasant Hill,Prime Job Seekers,Full-time,provided,provided,"[2, 2, 4]",,provided,provided,6 days ago,315.0
"Data Scientist, Product",OpenAI,San Francisco,LinkedIn,Full-time,Not mentioned,Not mentioned,[5],,provided,provided,1 month ago,316.0
Senior Data Scientist,Virta Health,Clearlake,Lively Vacancies,Full-time,Not mentioned,Not mentioned,"[7, 5]","164,996–213,090 a year",Not mentioned,provided,1 day ago,317.0
"Data Scientist Manager II, Research",Google,Mountain View,LinkedIn,Full-time and Part-time,provided,Not mentioned,"[8, 6]","['$177000', '$266000']",provided,provided,10 days ago,318.0
"SENIOR, DATA SCIENTIST - MACHINE LEARNING ENGINEER",Walmart,Albany,Prime Job Seekers,Full-time,provided,provided,"[3, 1, 3, 5]","['$117000.00', '$234000.00']",provided,provided,6 days ago,319.0
"Staff Data Scientist, Marketing",Block,San Francisco,LinkedIn,Full-time,Not mentioned,Not mentioned,[10],"['$207900', '$311900']",provided,provided,12 days ago,320.0
Senior Data Scientist,Virta Health,Weldon,Lively Vacancies,Full-time,Not mentioned,Not mentioned,"[7, 5]","164,996–213,090 a year",Not mentioned,provided,1 day ago,321.0
"Sr. Responsible AI Data Scientist, Generative AI Innovation Center",Amazon Web Services (AWS),San Francisco,LinkedIn,Full-time,provided,Not mentioned,"[5, 4]","['$143300', '$247600']",Not mentioned,provided,5 days ago,322.0
Senior Data Scientist,Virta Health,Gridley,Lively Vacancies,Full-time and Part-time,Not mentioned,Not mentioned,"[7, 5]","164,996–213,090 a year",provided,provided,1 day ago,323.0
"SENIOR, DATA SCIENTIST | PERSONALIZATION",Walmart,Half Moon Bay,Prime Job Seekers,Full-time,provided,provided,"[3, 1, 3, 5]","['$117000.00', '$234000.00']",provided,provided,6 days ago,324.0
Senior Data Scientist with Python,Diverse Lynx,Cupertino,LinkedIn,Full-time,Not mentioned,Not mentioned,[8],,provided,provided,1 month ago,325.0
"Data Scientist III, Research",Google,Sunnyvale,LinkedIn,Full-time,provided,Not mentioned,[3],"['$127000', '$187000']",Not mentioned,provided,8 days ago,326.0
Senior Data Scientist,Virta Health,Santa Maria,Lively Vacancies,Full-time,Not mentioned,Not mentioned,"[7, 5]","164,996–213,090 a year",Not mentioned,provided,1 day ago,327.0
"Sr Data Scientist, ProServe GenAI - Open Reqs",Amazon Web Services (AWS),San Francisco,LinkedIn,Full-time,provided,Not mentioned,"[8, 4, 5]","['$143300', '$247600']",Not mentioned,provided,8 days ago,328.0
Senior Data Scientist,Virta Health,Chowchilla,Lively Vacancies,Full-time and Part-time,Not mentioned,Not mentioned,"[7, 5]","164,996–213,090 a year",provided,provided,1 day ago,329.0
"SENIOR, DATA SCIENTIST - DATA VENTURES",Walmart,Santa Cruz,Prime Job Seekers,Full-time,provided,provided,"[3, 1, 3, 5]",,provided,provided,6 days ago,330.0
"Principal Data Scientist, Experimentation & Personalization",Jobs via eFinancialCareers,San Francisco,LinkedIn,Full-time,provided,Not mentioned,"[5, 3, 1, 1, 1, 3, 3, 3, 1]",,provided,provided,23 days ago,331.0
"Staff Data Scientist, Product, Ads Privacy and Safety",Google,San Francisco,LinkedIn,Full-time,provided,Not mentioned,[7],"['$168000', '$252000']",provided,provided,10 days ago,332.0
"Data Scientist, Finance",Whatnot,Anywhere • via LinkedIn,LinkedIn,Full-time and Part-time,provided,provided,[6],"['$126000', '$200000']",provided,provided,5 days ago,333.0
DATA SCIENTIST III | SEARCH | NLP/CV,Walmart,Capitola,Prime Job Seekers,Full-time,provided,provided,"[2, 2, 4]",,provided,provided,6 days ago,334.0
"Senior Data Scientist, Fraud Risk",Block,San Francisco,LinkedIn,Contractor,Not mentioned,Not mentioned,"[5, 3]","['$142000', '$213000']",provided,provided,12 days ago,335.0
Senior Scientist,Diverse Lynx,Cupertino,LinkedIn,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,Not mentioned,1 month ago,336.0
Data Scientist,InterSources Inc,California • via LinkedIn,LinkedIn,Full-time and Part-time,Not mentioned,Not mentioned,0,,provided,provided,1 month ago,337.0
Senior Data Scientist,Walmart,Watsonville,Prime Job Seekers,Full-time and Part-time,provided,provided,"[3, 1, 3, 5]","['$117000.00', '$234000.00']",provided,provided,5 days ago,338.0
Senior Data Scientist,Walmart,Gilroy,Prime Job Seekers,Contractor,provided,provided,"[3, 1, 3, 5]","['$117000.00', '$234000.00']",provided,provided,5 days ago,339.0
Entry Level Developer/Coder/Programmer/Data Scientist/Analyst/Engineer,SynergisticIT,Elk Grove,LinkedIn,Full-time,Not mentioned,Not mentioned,0,,provided,provided,1 month ago,340.0
Data Scientist MAHIN-JOB-37405,Keylent Inc,Elk Grove,LinkedIn,Full-time and Part-time,Not mentioned,Not mentioned,[5],,provided,provided,1 month ago,341.0
"SENIOR, DATA SCIENTIST | PERSONALIZATION",Walmart,Watsonville,Prime Job Seekers,Full-time,provided,provided,"[3, 1, 3, 5]","['$117000.00', '$234000.00']",provided,provided,6 days ago,342.0
Machine Learning Engineer - Computer Vision / Deep Learning / Python,MoTek Technologies,San Francisco,LinkedIn,Full-time,Not mentioned,Not mentioned,[5],,Not mentioned,Not mentioned,1 day ago,343.0
Machine Learning Research Engineer,Voltai,Palo Alto,LinkedIn,Full-time,provided,provided,0,"['$150000', '$350000']",Not mentioned,provided,2 days ago,344.0
Lead Machine Learning Engineer,Adobe,San Jose,Adobe Careers,Full-time,Not mentioned,Not mentioned,[8],"['$150700', '$284400']",Not mentioned,provided,3 days ago,345.0
Machine Learning Engineer,Lawrence Berkeley National Laboratory,Berkeley,Women In HPC,Full-time,Not mentioned,Not mentioned,"[12, 8]",,Not mentioned,provided,5 days ago,346.0
"Machine Learning Engineer, 5+ Years Experience",Snap Inc.,Palo Alto,Built In San Francisco,Full-time,provided,Not mentioned,[5],172K–303K a year,provided,Not mentioned,9 days ago,347.0
Senior Machine Learning Engineer - GenAI,Sony Interactive Entertainment,San Mateo,LinkedIn,Full-time,provided,provided,0,"['$187700', '$281500']",provided,provided,3 days ago,348.0
"Sr. Machine Learning Services Engineer, Adobe Firefly",Adobe,San Jose,Adobe Careers,Full-time,Not mentioned,Not mentioned,0,"['$170900', '$325200']",provided,provided,3 days ago,349.0
Senior Machine Learning Engineer- Data,Luma AI,Palo Alto,Lever,Full-time,provided,Not mentioned,[5],"['$180000', '$250000']",Not mentioned,provided,1 month ago,350.0
Multimodal and Generative ML Engineer - Health Sensing,Apple,Cupertino,Careers At Apple,Full-time,provided,provided,[3],"['$143100', '$264200']",Not mentioned,provided,1 month ago,351.0
Founding Machine Learning Engineer,Mineflow,Anywhere • via Y Combinator,Y Combinator,Full-time,Not mentioned,Not mentioned,0,80K–150K a year,Not mentioned,provided,1 month ago,352.0
Machine Learning Engineer 5,Adobe,San Francisco,Adobe Careers,Full-time,Not mentioned,Not mentioned,0,"['$150700', '$284400']",Not mentioned,provided,3 days ago,353.0
Senior Staff Machine Learning Engineer - Delivery Matching,Uber,Sunnyvale,Uber,Full-time,provided,Not mentioned,[8],"['$252000', '$280000']",Not mentioned,provided,18 days ago,354.0
Cellular 4G/5G Firmware Data Science & Machine Learning Engineer,Apple,Sunnyvale,Careers At Apple,Full-time,provided,provided,[3],"['$143100', '$264200']",Not mentioned,provided,1 month ago,355.0
"Machine Learning Engineer, AI for Gaming",NVIDIA,Santa Clara,LinkedIn,Full-time,provided,Not mentioned,[10],,Not mentioned,provided,11 days ago,356.0
"Machine Learning Engineer, Dasher Supply",DoorDash USA,Sunnyvale,Greenhouse,Full-time,Not mentioned,Not mentioned,"[1, 3]",,Not mentioned,provided,1 month ago,357.0
Senior Machine Learning Engineer,Hive,San Francisco,Lever,Full-time,Not mentioned,Not mentioned,[5],"['$160000', '$250000']",Not mentioned,provided,1 month ago,358.0
Machine Learning Engineer - Computer Vision / Deep Learning / Python,MoTek Technologies,San Francisco,LinkedIn,Full-time,Not mentioned,Not mentioned,[5],,Not mentioned,Not mentioned,1 day ago,0.0
Machine Learning Research Engineer,Voltai,Palo Alto,LinkedIn,Full-time,provided,provided,0,"['$150000', '$350000']",Not mentioned,provided,2 days ago,1.0
Lead Machine Learning Engineer,Adobe,San Jose,Adobe Careers,Full-time,Not mentioned,Not mentioned,[8],"['$150700', '$284400']",Not mentioned,provided,3 days ago,2.0
Machine Learning Engineer,Lawrence Berkeley National Laboratory,Berkeley,Women In HPC,Full-time,Not mentioned,Not mentioned,"[12, 8]",,Not mentioned,provided,5 days ago,3.0
"Machine Learning Engineer, 5+ Years Experience",Snap Inc.,Palo Alto,Built In San Francisco,Full-time,provided,Not mentioned,[5],172K–303K a year,provided,Not mentioned,9 days ago,4.0
Senior Machine Learning Engineer - GenAI,Sony Interactive Entertainment,San Mateo,LinkedIn,Full-time,provided,provided,0,"['$187700', '$281500']",provided,provided,3 days ago,5.0
"Sr. Machine Learning Services Engineer, Adobe Firefly",Adobe,San Jose,Adobe Careers,Full-time,Not mentioned,Not mentioned,0,"['$170900', '$325200']",provided,provided,3 days ago,6.0
Senior Machine Learning Engineer- Data,Luma AI,Palo Alto,Lever,Full-time,provided,Not mentioned,[5],"['$180000', '$250000']",Not mentioned,provided,1 month ago,7.0
Multimodal and Generative ML Engineer - Health Sensing,Apple,Cupertino,Careers At Apple,Full-time,provided,provided,[3],"['$143100', '$264200']",Not mentioned,provided,1 month ago,8.0
Founding Machine Learning Engineer,Mineflow,Anywhere • via Y Combinator,Y Combinator,Full-time,Not mentioned,Not mentioned,0,80K–150K a year,Not mentioned,provided,1 month ago,9.0
Machine Learning Engineer 5,Adobe,San Francisco,Adobe Careers,Full-time,Not mentioned,Not mentioned,0,"['$150700', '$284400']",Not mentioned,provided,3 days ago,10.0
Senior Staff Machine Learning Engineer - Delivery Matching,Uber,Sunnyvale,Uber,Full-time,provided,Not mentioned,[8],"['$252000', '$280000']",Not mentioned,provided,18 days ago,11.0
Cellular 4G/5G Firmware Data Science & Machine Learning Engineer,Apple,Sunnyvale,Careers At Apple,Full-time,provided,provided,[3],"['$143100', '$264200']",Not mentioned,provided,1 month ago,12.0
"Machine Learning Engineer, AI for Gaming",NVIDIA,Santa Clara,LinkedIn,Full-time,provided,Not mentioned,[10],,Not mentioned,provided,11 days ago,13.0
"Machine Learning Engineer, Dasher Supply",DoorDash USA,Sunnyvale,Greenhouse,Full-time,Not mentioned,Not mentioned,"[1, 3]",,Not mentioned,provided,1 month ago,14.0
Senior Machine Learning Engineer,Hive,San Francisco,Lever,Full-time,Not mentioned,Not mentioned,[5],"['$160000', '$250000']",Not mentioned,provided,1 month ago,15.0
Machine Learning Engineer - E-commerce Recommendation,TikTok,San Jose,Glassdoor,Full-time,provided,provided,0,137K–205K a year,provided,provided,1 month ago,16.0
"Senior, Data Scientist - Machine Learning Engineer",Walmart,Cupertino,ZipRecruiter,Full-time and Part-time,provided,provided,"[5, 3, 1, 3, 5]","['$117000.00', '$234000.00']",provided,provided,5 days ago,17.0
Machine Learning Engineer II - Driver Pricing,Uber,San Francisco,Uber,Full-time,provided,Not mentioned,"[3, 5]","['$158000', '$175500']",provided,provided,16 days ago,18.0
Machine Learning Engineer - LLMs,HopHR,San Francisco,Taro,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,provided,1 month ago,19.0
"Machine Learning Engineer, App Ads and Gaming",TikTok,San Jose,LinkedIn,Full-time,provided,provided,"[3, 3]",137K–205K a year,Not mentioned,provided,20 days ago,20.0
Senior Machine Learning Engineer (Applied ML),EarnIn,Palo Alto,Greenhouse,Full-time,Not mentioned,Not mentioned,[3],"['$232200', '$283300']",Not mentioned,provided,1 month ago,21.0
"Applied Scientist / Machine Learning Engineer, Software Engineer (Machine Learning)",Candidate Portal,Anywhere • via ZipRecruiter,ZipRecruiter,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,provided,1 month ago,22.0
Applied Machine Learning Engineer,Nooks,San Francisco,Glassdoor,Full-time,provided,Not mentioned,"[3, 2]",140K–240K a year,Not mentioned,provided,1 month ago,23.0
"Senior Machine Learning Engineer, Autonomy ML Infra",Nuro,Mountain View,LinkedIn,Full-time,provided,Not mentioned,[4],"['$167200', '$250800']",Not mentioned,provided,4 days ago,24.0
Senior AI Machine Learning Engineer,"PayPal, Inc.",San Jose,ZipRecruiter,Full-time,provided,provided,0,,Not mentioned,provided,1 month ago,25.0
Machine Learning Engineer,Elicit,Oakland,Jobs,Full-time,provided,provided,0,['$2000'],Not mentioned,provided,1 month ago,26.0
"Staff / Principal Machine Learning Engineer, Speech - USA",Inworld AI,Mountain View,Greenhouse,Full-time,provided,Not mentioned,[6],"['$240000', '$385000']",Not mentioned,provided,1 month ago,27.0
Senior Software Engineer - Machine Learning Infrastructure - Apple Maps,Apple,Cupertino,Careers At Apple,Full-time,provided,provided,[10],"['$175800', '$312200']",Not mentioned,provided,24 hours ago,28.0
Lead Engineer Generative AI Product Engineer,Capital One,San Francisco,Capital One Careers,Full-time and Part-time,provided,Not mentioned,"[6, 6, 1]","['$170700', '$194800']",Not mentioned,provided,10 days ago,29.0
"Director, Machine Learning Engineering",Workday,Pleasanton,JobzMall,Full-time,Not mentioned,Not mentioned,0,126K–203K a year,Not mentioned,provided,1 month ago,30.0
"AI/ML - Machine Learning Engineer, Siri Understanding","Apple, Inc.",Cupertino,Dice.com,Full-time,provided,provided,0,264K a year,Not mentioned,provided,1 month ago,31.0
"Machine Learning Engineer, Ecommerce Risk Control",TikTok,San Jose,Glassdoor,Full-time,provided,provided,[3],136K–280K a year,provided,provided,1 month ago,32.0
"Machine Learning Engineer, Responsible AI",Grammarly,San Francisco,LinkedIn,Full-time,provided,provided,0,"['$254000', '$359000']",provided,provided,12 days ago,33.0
Senior Machine Learning Engineer - Underwriting & Credit,Block,Anywhere • via Built In San Francisco,Built In San Francisco,Full-time,provided,provided,[8],168K–297K a year,provided,provided,12 days ago,34.0
Senior Machine Learning Engineer – Oligonucleotide Therapeutics – US,GSK,San Francisco,GSK Careers Apply,Full-time,provided,provided,"[2, 2]","['$0', '$0']",Not mentioned,provided,1 month ago,35.0
"Machine Learning Engineer (Retrieval, Ranking, Recommendations)",Fintool,San Francisco,ZipRecruiter,Full-time,Not mentioned,Not mentioned,[3],,Not mentioned,provided,4 days ago,36.0
Computer Vision and Machine Learning Engineer,Apple,Sunnyvale,Adzuna,Full-time,provided,provided,[3],143K–264K a year,Not mentioned,provided,1 month ago,37.0
AI / ML Engineer,"Triunity Software, Inc.",Alameda,LinkedIn,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,provided,10 days ago,38.0
Machine Learning Engineer,"QuinStreet, Inc.",Belmont,Jooble,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,provided,8 days ago,39.0
"Tech Lead Machine Learning Engineer, Tiktok Business Integrity",TikTok,San Jose,LinkedIn,Full-time,provided,provided,"[7, 2]",210K–358K a year,Not mentioned,provided,20 days ago,40.0
Machine Learning Engineer - Remote India,LeewayHertz,Anywhere • via Glassdoor,Glassdoor,Full-time,Not mentioned,Not mentioned,"[1, 2, 1]",,Not mentioned,provided,11 days ago,41.0
Computer Vision Machine Learning Engineer,Allnessinc,South San Francisco,ZipRecruiter,Full-time,Not mentioned,Not mentioned,0,160K–165K a year,Not mentioned,Not mentioned,1 month ago,42.0
(General Hire) Machine Learning Engineer Intern (USDS)- 2025 Summer (PhD),TikTok,Mountain View,LinkedIn,Full-time,provided,provided,0,"['$60', '$60']",Not mentioned,Not mentioned,5 days ago,43.0
Machine Learning Engineering Manager,Adobe,San Jose,JobzMall,Full-time,Not mentioned,Not mentioned,0,123K–220K a year,Not mentioned,provided,1 month ago,44.0
"Sr. Machine Learning Engineer, General Intelligence (AGI)",myGwork - LGBTQ+ Business Community,Sunnyvale,LinkedIn,Full-time,provided,Not mentioned,"[8, 8, 5, 5, 5]","['$151300', '$261500']",Not mentioned,provided,12 days ago,45.0
"Machine Learning Engineer, Violations",Scale AI,San Francisco,ZipRecruiter,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,provided,1 month ago,46.0
"Senior Machine Learning Engineer, Financial Crimes, Cash App",Block,San Francisco,LinkedIn,Full-time,Not mentioned,Not mentioned,[4],"['$163600', '$245400']",Not mentioned,provided,9 days ago,47.0
AIML - Sr. Director of Machine Learning Applied Research Data ML Innovation-Engineering,Apple,Cupertino,Careers At Apple,Full-time,provided,provided,[10],"['$349000', '$558700']",Not mentioned,provided,1 month ago,48.0
Machine Learning Engineer Intern (Foundation Model Applications)- 2024 Off-Cycle (PHD),TikTok,San Jose,LinkedIn,Full-time,provided,provided,0,"['$74', '$74']",Not mentioned,provided,3 days ago,49.0
Senior Scientific Machine Learning Software Engineer - Physics,NVIDIA,Anywhere • via The Muse,The Muse,Full-time,provided,Not mentioned,[10],,Not mentioned,provided,12 days ago,50.0
"Machine Learning Engineer, Recommendation, E-Commerce Alliance",TikTok,San Jose,LinkedIn,Full-time,provided,provided,[2],137K–205K a year,Not mentioned,provided,20 days ago,51.0
Senior Machine Learning Engineer,The MITRE Corporation,McLean,MITRE Jobs,Full-time,Not mentioned,Not mentioned,"[5, 3]",,Not mentioned,provided,1 month ago,52.0
Machine Learning Engineer II,Abnormal,California • via Adzuna,Adzuna,Full-time,Not mentioned,Not mentioned,"[3, 1]",,Not mentioned,Not mentioned,1 month ago,53.0
Senior AI Engineer,WEXWEXUS,San Jose,WEX Careers,Full-time,provided,provided,"[4, 2]","['$126.00', '$168.00']",Not mentioned,Not mentioned,5 days ago,54.0
"AI / Machine Learning Engineer Sr- Secret Required- Moorestown, NJ",Lockheed Martin,Moorestown,Lockheed Martin,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,Not mentioned,25 days ago,55.0
Senior Machine Learning Engineer,FIS Global,Seattle,FIS Global,Full-time,provided,Not mentioned,"[3, 7]","['$136190.00', '$228790.00']",Not mentioned,Not mentioned,2 days ago,56.0
Machine Learning Engineer I,"Yardi Systems, Inc.",Oxnard,Glassdoor,Full-time,provided,provided,0,120K a year,provided,provided,11 days ago,57.0
Machine Learning/AI Engineer,Keysight Technologies,Santa Rosa,LinkedIn,Full-time,provided,provided,0,"['$115000', '$181000']",provided,provided,3 days ago,58.0
AI/ML Wireless Systems Engineer,Apple,San Diego,Careers At Apple,Full-time,provided,provided,[3],"['$135400', '$250600']",provided,provided,1 month ago,59.0
Senior Machine Learning Engineer,Corning,Charlotte,Jobs At Corning,Full-time,provided,provided,0,"['$151968.00', '$208956.00']",provided,provided,11 days ago,60.0
"Senior Machine Learning Engineer (West, Remote or Hybrid)",Fiddler AI,Palo Alto,Hirebase,Full-time,Not mentioned,Not mentioned,[2],,provided,Not mentioned,1 month ago,61.0
Machine Learning Engineer/SRE-100% Remote,Candidate Portal,Anywhere • via ZipRecruiter,ZipRecruiter,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,Not mentioned,1 month ago,62.0
Machine Learning Engineer [28376],Stealth,Anywhere • via LinkedIn,LinkedIn,Full-time,Not mentioned,Not mentioned,"[5, 5, 5, 5]",,Not mentioned,Not mentioned,4 days ago,63.0
Software Integration Engineer/Lead for Machine Learning Accelerator,Qualcomm,San Diego,Qualcomm Careers,Full-time,provided,Not mentioned,"[6, 5, 4, 3, 3, 3, 3]","['$148500.00', '$222500.00']",provided,provided,8 days ago,64.0
Data Engineer (L5) - Content Machine Learning,"Netflix, Inc.",Los Angeles,Dice.com,Full-time,provided,provided,[4],"['$170000', '$720000']",provided,provided,1 month ago,65.0
"Senior Machine Learning Engineer, Prescient LLMs",Genentech,Los Angeles,Careers At Genentech,Full-time,Not mentioned,Not mentioned,[4],['$165200'],provided,provided,1 month ago,66.0
Senior Machine Learning Engineer - Motion Planning,Motional,United States • via VentureFizz,VentureFizz,Full-time,provided,provided,[5],"['$168000', '$225000']",provided,provided,1 month ago,67.0
Machine Learning Engineer III,Chewy,Boston,"Careers At Chewy, Inc. - Chewy.com",Full-time,Not mentioned,Not mentioned,[5],,provided,provided,24 hours ago,68.0
Lead Machine Learning Data Science Engineer,The MITRE Corporation,McLean,MITRE Jobs,Full-time,Not mentioned,Not mentioned,"[8, 6, 3]",,Not mentioned,Not mentioned,1 month ago,69.0
Lead Generative AI Machine Learning Engineer (Remote),S&P Global,Albany,The Media Leader Jobs,Full-time,provided,Not mentioned,"[8, 5, 5]","['$108000', '$210000']",Not mentioned,Not mentioned,1 month ago,70.0
"Engineering Manager, Machine Learning",Procore,Austin,Procore Technologies,Full-time,Not mentioned,Not mentioned,"[5, 10, 1, 5]","['$183600', '$252450']",Not mentioned,provided,1 month ago,71.0
Principal Machine Learning Engineer (Virtual/Remote),US Foods,Streator,USNLX Virtual Jobs - National Labor Exchange,Contractor,provided,Not mentioned,"[5, 5]","['$132200.00', '$210400.00']",Not mentioned,provided,9 days ago,72.0
Freelance AI Engineer,Twine,Long Beach,Twine,Full-time,provided,provided,0,"['$110000', '$170000']",Not mentioned,provided,21 days ago,73.0
Senior Software Engineer - Machine Learning,FIS Global,Seattle,FIS Global,Full-time,provided,Not mentioned,"[2, 5]","['$115590.00', '$194180.00']",Not mentioned,provided,2 days ago,74.0
Principal Machine Learning Software Engineer,"Advanced Micro Devices, Inc",Bellevue,AMD Careers,Contractor,Not mentioned,Not mentioned,0,,Not mentioned,provided,1 month ago,75.0
AI/ML Engineer - (Remote),SynergisticIT,New York,LinkedIn,Full-time,Not mentioned,Not mentioned,0,['$100'],Not mentioned,provided,1 month ago,76.0
Machine Learning Engineer - Supply Chain,Nike,Beaverton,Nike Careers,Full-time,Not mentioned,Not mentioned,"[1, 3]","['$82900.00', '$185700.00']",Not mentioned,Not mentioned,13 days ago,77.0
"Manager, Machine Learning Engineering, Causal Ad Measurement",Snap Inc.,United States • via Wd1.Myworkdaysite.com,Wd1.Myworkdaysite.com,Full-time,provided,Not mentioned,0,,Not mentioned,Not mentioned,27 days ago,78.0
A/AI Machine Learning Software/Firmware Engineer,Lockheed Martin,Stratford,Lockheed Martin,Full-time,provided,Not mentioned,[8],,Not mentioned,provided,25 days ago,79.0
Lead Software Engineer - Machine Learning Engineer,Chase- Candidate Experience page,Wilmington,JPMorgan Chase Login,Full-time,Not mentioned,Not mentioned,[5],,Not mentioned,provided,15 days ago,80.0
Principal Machine Learning Engineer,Workday,Boulder,JobzMall,Full-time,Not mentioned,Not mentioned,0,115K–175K a year,Not mentioned,provided,1 month ago,81.0
Senior Machine Learning Engineer - Cloud AI Platform,Visa,Austin,Smart Recruiters Jobs,Full-time,provided,provided,0,,Not mentioned,provided,2 days ago,82.0
Principal Machine Learning Engineer (Virtual/Remote),US Foods,Streator,US Foods Jobs,Full-time,provided,provided,"[5, 5]","['$132200.00', '$263000.00']",Not mentioned,provided,9 days ago,83.0
Machine Learning Engineer,IDEXX,Portland,IDEXX,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,provided,16 days ago,84.0
"Senior Machine Learning Engineer, Global Services Security Engineering","Amazon Web Services, Inc.",Paeonian Springs,Our Quad Cities Jobs,Full-time,provided,Not mentioned,"[6, 6, 6, 5]","['$151300', '$261500']",Not mentioned,provided,4 days ago,85.0
Senior Machine Learning Engineer I,ICON,Austin,Taro,Full-time and Part-time,Not mentioned,Not mentioned,0,,Not mentioned,provided,1 month ago,86.0
"Senior Machine Learning Engineer (Python, Spark/Dask, MLOPS)",Capital One,Chicago,Capital One Careers,Full-time,provided,Not mentioned,"[4, 3, 2, 1]","['$165100', '$188500']",Not mentioned,Not mentioned,26 days ago,87.0
Machine Learning Engineer: 24-02363,Akraya Inc.,Arlington,Akraya,Full-time,Not mentioned,Not mentioned,[5],"['$58', '$65']",Not mentioned,provided,20 days ago,88.0
"Machine Learning Engineer, Delivery Matching",Uber,New York,Uber,Full-time,provided,Not mentioned,[2],"['$185000', '$205500']",Not mentioned,provided,9 days ago,89.0
Staff Machine Learning Engineer,FIS Global,Seattle,FIS Global,Full-time,provided,Not mentioned,"[5, 10]","['$189100.00', '$317690.00']",provided,provided,2 days ago,90.0
AI & Machine Learning Engineer - Senior - Consulting - Location OPEN,EY,Jefferson City,EY Jobs,Full-time,provided,provided,"[3, 6]","['$105800', '$174800']",provided,provided,1 month ago,91.0
Senior Machine Learning Engineer,"Workiva, Inc.",Ames,Milwaukee Jobs,Full-time,provided,Not mentioned,[2],"['$102000.00', '$173000.00']",provided,provided,16 days ago,92.0
Machine Learning Engineer,Tagup,Salt Lake City,Indeed,Full-time,provided,Not mentioned,0,95K–130K a year,provided,provided,1 month ago,93.0
Machine Learning Engineer (Senior) at GPTZero,GPTZero,Anywhere • via Jobgether,Jobgether,Full-time,provided,provided,0,,Not mentioned,provided,1 month ago,94.0
"Senior Machine Learning Engineer, Global Services Security Engineering","Amazon Web Services, Inc.",Oakton,Our Quad Cities Jobs,Full-time,provided,Not mentioned,"[6, 6, 6, 5]","['$151300', '$261500']",Not mentioned,provided,4 days ago,95.0
"Manager, Machine Learning Engineering, Content Relevance",Snap Inc.,Seattle,Built In Seattle,Full-time,provided,Not mentioned,"[8, 2]",189K–333K a year,Not mentioned,provided,17 days ago,96.0
Machine Learning Engineer,AeroVironment,Simi Valley,JobzMall,Full-time,Not mentioned,Not mentioned,0,90K–130K a year,Not mentioned,Not mentioned,1 month ago,97.0
Machine Learning Scientist - Sr. Consultant level,Visa,Austin,Jobs - Towards AI,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,Not mentioned,29 days ago,98.0
Machine Learning Engineer,MTK Technologies,Memphis,OPTnation,Contractor,Not mentioned,Not mentioned,0,,Not mentioned,Not mentioned,1 month ago,99.0
Staff Machine Learning Engineer,General Motors,Frankfort,Adzuna,Full-time,provided,provided,"[8, 2]","['$157800', '$241800']",Not mentioned,Not mentioned,1 month ago,100.0
Machine Learning Engineer (MLOps / CI/CD),"IT Associates, Inc.",Chicago,Dice.com,Full-time,Not mentioned,Not mentioned,0,,Not mentioned,Not mentioned,1 month ago,101.0
Senior Embedded Software Engineer - Machine Learning,GE Aerospace,Grand Rapids,JSfirm.com,Full-time,provided,provided,[5],,Not mentioned,Not mentioned,1 month ago,102.0
Machine Learning Engineer,Accrete.AI,Indiana • via Indeed,Indeed,Full-time,Not mentioned,Not mentioned,"[3, 3]",,Not mentioned,Not mentioned,1 month ago,103.0
